,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199,Point_200,Point_201,Point_202
Point_11,10.004,0.051,0.549,0.549,0.549,0.042,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.019,0.019,0.015,0.035,0.035,0.035,1.257,1.257,1.257,1.276,1.273,1.368,1.368,1.257,1.397,1.397,1.397,1.513,1.513,1.513,1.397,1.373,1.477,1.444,2.275,1.444,1.444,1.444,2.19,2.19,1.444,1.444,1.444,1.502,2.122,1.542,1.898,1.898,1.851,1.851,1.846,1.846,1.846,1.865,1.865,1.896,1.896,1.904,1.904,1.921,1.998,2.029,2.043,2.407,2.47,2.625,2.5,3.432,3.432,2.505,2.48,2.547,3.493,2.517,2.532,2.546,2.546,2.559,2.572,2.576,2.576,2.512,2.534,5.2,2.504,2.453,1.114,1.114,1.114,1.375,0.962,1.535,1.535,1.209,1.004,3.582,0.871,0.871,0.812,0.797,0.797,1.268,1.255,1.355,1.336,1.307,1.297,1.297,1.355,1.355,1.355,1.392,1.392,1.425,1.418,1.434,1.467,1.47,1.47,1.47,1.47,1.499,1.555,1.576,1.585,1.591,1.603,1.619,1.638,1.665,1.665,1.782,1.694,1.743,1.776,1.819,2.435,1.82,1.865,1.847,1.965,1.965,1.8,1.8,1.8,1.8,1.743,1.86,1.86,1.903,1.903,1.903,1.903,1.903,1.949,1.966,1.991,1.991,1.991,2.03,2.008,2.008,2.058,2.093,2.106,1.533,2.093,2.093,2.093,2.123,2.153,2.153,5.327,5.327,5.327,5.327,5.327,4.745,5.265,4.246,1.691,4.538,4.538,4.151,4.151,4.151,4.151,4.151,4.151,4.151,2.932,3.393,3.406,3.396,3.545,3.383,2.759,2.842,11.681
Point_12,10.003,0.05,0.548,0.548,0.548,0.04,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.02,0.02,0.017,0.036,0.036,0.036,1.255,1.255,1.255,1.274,1.272,1.367,1.367,1.255,1.395,1.395,1.395,1.512,1.512,1.512,1.395,1.372,1.476,1.443,2.274,1.443,1.443,1.443,2.189,2.189,1.443,1.443,1.443,1.501,2.121,1.541,1.897,1.897,1.85,1.85,1.845,1.845,1.845,1.863,1.863,1.894,1.894,1.903,1.903,1.919,1.997,2.027,2.042,2.406,2.469,2.624,2.499,3.431,3.431,2.503,2.479,2.545,3.492,2.515,2.531,2.544,2.544,2.557,2.571,2.575,2.575,2.51,2.533,5.198,2.502,2.451,1.112,1.112,1.112,1.374,0.961,1.533,1.533,1.208,1.003,3.581,0.87,0.87,0.811,0.796,0.796,1.267,1.254,1.354,1.335,1.306,1.296,1.296,1.354,1.354,1.354,1.39,1.39,1.424,1.417,1.432,1.466,1.469,1.469,1.469,1.469,1.497,1.554,1.575,1.583,1.59,1.601,1.618,1.636,1.664,1.664,1.781,1.693,1.741,1.774,1.818,2.434,1.818,1.864,1.845,1.964,1.964,1.799,1.799,1.799,1.799,1.741,1.859,1.859,1.902,1.902,1.902,1.902,1.902,1.948,1.965,1.99,1.99,1.99,2.029,2.006,2.006,2.057,2.091,2.105,1.532,2.091,2.091,2.091,2.122,2.152,2.152,5.326,5.326,5.326,5.326,5.326,4.744,5.264,4.245,1.689,4.537,4.537,4.15,4.15,4.15,4.15,4.15,4.15,4.15,2.931,3.392,3.405,3.395,3.543,3.382,2.758,2.84,11.679
Point_13,10.003,0.05,0.548,0.548,0.548,0.04,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.02,0.02,0.017,0.036,0.036,0.036,1.255,1.255,1.255,1.274,1.272,1.367,1.367,1.255,1.395,1.395,1.395,1.512,1.512,1.512,1.395,1.372,1.476,1.443,2.274,1.443,1.443,1.443,2.189,2.189,1.443,1.443,1.443,1.501,2.121,1.541,1.897,1.897,1.85,1.85,1.845,1.845,1.845,1.863,1.863,1.894,1.894,1.903,1.903,1.919,1.997,2.027,2.042,2.406,2.469,2.624,2.499,3.431,3.431,2.503,2.479,2.545,3.492,2.515,2.531,2.544,2.544,2.557,2.571,2.575,2.575,2.51,2.533,5.198,2.502,2.451,1.112,1.112,1.112,1.374,0.961,1.533,1.533,1.208,1.003,3.581,0.87,0.87,0.811,0.796,0.796,1.267,1.254,1.354,1.335,1.306,1.296,1.296,1.354,1.354,1.354,1.39,1.39,1.424,1.417,1.432,1.466,1.469,1.469,1.469,1.469,1.497,1.554,1.575,1.583,1.59,1.601,1.618,1.636,1.664,1.664,1.781,1.693,1.741,1.774,1.818,2.434,1.818,1.864,1.845,1.964,1.964,1.799,1.799,1.799,1.799,1.741,1.859,1.859,1.902,1.902,1.902,1.902,1.902,1.948,1.965,1.99,1.99,1.99,2.029,2.006,2.006,2.057,2.091,2.105,1.532,2.091,2.091,2.091,2.122,2.152,2.152,5.326,5.326,5.326,5.326,5.326,4.744,5.264,4.245,1.689,4.537,4.537,4.15,4.15,4.15,4.15,4.15,4.15,4.15,2.931,3.392,3.405,3.395,3.543,3.382,2.758,2.84,11.679
Point_14,10.023,0.071,0.568,0.568,0.568,0.061,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.0,0.0,0.004,0.016,0.016,0.016,1.276,1.276,1.276,1.295,1.292,1.387,1.387,1.276,1.416,1.416,1.416,1.532,1.532,1.532,1.416,1.392,1.496,1.464,2.294,1.464,1.464,1.464,2.21,2.21,1.464,1.464,1.464,1.521,2.141,1.562,1.917,1.917,1.87,1.87,1.865,1.865,1.865,1.884,1.884,1.915,1.915,1.923,1.923,1.94,2.017,2.048,2.062,2.426,2.489,2.645,2.519,3.451,3.451,2.524,2.5,2.566,3.512,2.536,2.551,2.565,2.565,2.578,2.591,2.595,2.595,2.531,2.553,5.219,2.523,2.472,1.133,1.133,1.133,1.394,0.981,1.554,1.554,1.228,1.024,3.601,0.89,0.89,0.831,0.817,0.817,1.288,1.274,1.374,1.355,1.326,1.316,1.316,1.374,1.374,1.374,1.411,1.411,1.444,1.437,1.453,1.486,1.489,1.489,1.489,1.489,1.518,1.575,1.595,1.604,1.61,1.622,1.638,1.657,1.684,1.684,1.802,1.713,1.762,1.795,1.838,2.455,1.839,1.885,1.866,1.984,1.984,1.819,1.819,1.819,1.819,1.762,1.879,1.879,1.922,1.922,1.922,1.922,1.922,1.968,1.985,2.01,2.01,2.01,2.05,2.027,2.027,2.077,2.112,2.125,1.552,2.112,2.112,2.112,2.142,2.172,2.172,5.346,5.346,5.346,5.346,5.346,4.764,5.284,4.265,1.71,4.558,4.558,4.17,4.17,4.17,4.17,4.17,4.17,4.17,2.951,3.412,3.425,3.415,3.564,3.402,2.778,2.861,11.7
Point_15,10.023,0.071,0.568,0.568,0.568,0.061,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.0,0.0,0.004,0.016,0.016,0.016,1.276,1.276,1.276,1.295,1.292,1.387,1.387,1.276,1.416,1.416,1.416,1.532,1.532,1.532,1.416,1.392,1.496,1.464,2.294,1.464,1.464,1.464,2.21,2.21,1.464,1.464,1.464,1.521,2.141,1.562,1.917,1.917,1.87,1.87,1.865,1.865,1.865,1.884,1.884,1.915,1.915,1.923,1.923,1.94,2.017,2.048,2.062,2.426,2.489,2.645,2.519,3.451,3.451,2.524,2.5,2.566,3.512,2.536,2.551,2.565,2.565,2.578,2.591,2.595,2.595,2.531,2.553,5.219,2.523,2.472,1.133,1.133,1.133,1.394,0.981,1.554,1.554,1.228,1.024,3.601,0.89,0.89,0.831,0.817,0.817,1.288,1.274,1.374,1.355,1.326,1.316,1.316,1.374,1.374,1.374,1.411,1.411,1.444,1.437,1.453,1.486,1.489,1.489,1.489,1.489,1.518,1.575,1.595,1.604,1.61,1.622,1.638,1.657,1.684,1.684,1.802,1.713,1.762,1.795,1.838,2.455,1.839,1.885,1.866,1.984,1.984,1.819,1.819,1.819,1.819,1.762,1.879,1.879,1.922,1.922,1.922,1.922,1.922,1.968,1.985,2.01,2.01,2.01,2.05,2.027,2.027,2.077,2.112,2.125,1.552,2.112,2.112,2.112,2.142,2.172,2.172,5.346,5.346,5.346,5.346,5.346,4.764,5.284,4.265,1.71,4.558,4.558,4.17,4.17,4.17,4.17,4.17,4.17,4.17,2.951,3.412,3.425,3.415,3.564,3.402,2.778,2.861,11.7
Point_16,10.019,0.067,0.565,0.565,0.565,0.057,0.015,0.015,0.015,0.015,0.015,0.017,0.017,0.004,0.004,0.0,0.02,0.02,0.02,1.272,1.272,1.272,1.291,1.288,1.383,1.383,1.272,1.412,1.412,1.412,1.528,1.528,1.528,1.412,1.388,1.492,1.46,2.29,1.46,1.46,1.46,2.206,2.206,1.46,1.46,1.46,1.517,2.137,1.558,1.913,1.913,1.866,1.866,1.861,1.861,1.861,1.88,1.88,1.911,1.911,1.919,1.919,1.936,2.013,2.044,2.058,2.422,2.485,2.641,2.515,3.447,3.447,2.52,2.496,2.562,3.509,2.532,2.547,2.561,2.561,2.574,2.587,2.591,2.591,2.527,2.549,5.215,2.519,2.468,1.129,1.129,1.129,1.39,0.977,1.55,1.55,1.224,1.02,3.597,0.886,0.886,0.827,0.813,0.813,1.284,1.27,1.37,1.351,1.323,1.312,1.312,1.37,1.37,1.37,1.407,1.407,1.44,1.433,1.449,1.483,1.485,1.485,1.485,1.485,1.514,1.571,1.591,1.6,1.606,1.618,1.634,1.653,1.68,1.68,1.798,1.709,1.758,1.791,1.834,2.451,1.835,1.881,1.862,1.98,1.98,1.815,1.815,1.815,1.815,1.758,1.876,1.876,1.918,1.918,1.918,1.918,1.918,1.964,1.981,2.006,2.006,2.006,2.046,2.023,2.023,2.073,2.108,2.121,1.548,2.108,2.108,2.108,2.138,2.168,2.168,5.342,5.342,5.342,5.342,5.342,4.76,5.28,4.262,1.706,4.554,4.554,4.166,4.166,4.166,4.166,4.166,4.166,4.166,2.947,3.408,3.421,3.412,3.56,3.398,2.774,2.857,11.696
Point_17,10.039,0.086,0.584,0.584,0.584,0.076,0.035,0.035,0.035,0.035,0.035,0.036,0.036,0.016,0.016,0.02,0.0,0.0,0.0,1.291,1.291,1.291,1.311,1.308,1.403,1.403,1.291,1.432,1.432,1.432,1.548,1.548,1.548,1.432,1.408,1.512,1.479,2.31,1.479,1.479,1.479,2.225,2.225,1.479,1.479,1.479,1.537,2.157,1.577,1.933,1.933,1.886,1.886,1.881,1.881,1.881,1.9,1.9,1.931,1.931,1.939,1.939,1.955,2.033,2.063,2.078,2.442,2.505,2.66,2.535,3.467,3.467,2.539,2.515,2.582,3.528,2.552,2.567,2.581,2.581,2.593,2.607,2.611,2.611,2.547,2.569,5.235,2.538,2.488,1.149,1.149,1.149,1.41,0.997,1.569,1.569,1.244,1.039,3.617,0.906,0.906,0.847,0.832,0.832,1.303,1.29,1.39,1.371,1.342,1.332,1.332,1.39,1.39,1.39,1.427,1.427,1.46,1.453,1.469,1.502,1.505,1.505,1.505,1.505,1.533,1.59,1.611,1.62,1.626,1.638,1.654,1.673,1.7,1.7,1.817,1.729,1.778,1.811,1.854,2.47,1.855,1.9,1.881,2.0,2.0,1.835,1.835,1.835,1.835,1.778,1.895,1.895,1.938,1.938,1.938,1.938,1.938,1.984,2.001,2.026,2.026,2.026,2.065,2.042,2.042,2.093,2.128,2.141,1.568,2.128,2.128,2.128,2.158,2.188,2.188,5.362,5.362,5.362,5.362,5.362,4.78,5.3,4.281,1.726,4.573,4.573,4.186,4.186,4.186,4.186,4.186,4.186,4.186,2.967,3.428,3.441,3.431,3.58,3.418,2.794,2.876,11.716
Point_18,10.039,0.086,0.584,0.584,0.584,0.076,0.035,0.035,0.035,0.035,0.035,0.036,0.036,0.016,0.016,0.02,0.0,0.0,0.0,1.291,1.291,1.291,1.311,1.308,1.403,1.403,1.291,1.432,1.432,1.432,1.548,1.548,1.548,1.432,1.408,1.512,1.479,2.31,1.479,1.479,1.479,2.225,2.225,1.479,1.479,1.479,1.537,2.157,1.577,1.933,1.933,1.886,1.886,1.881,1.881,1.881,1.9,1.9,1.931,1.931,1.939,1.939,1.955,2.033,2.063,2.078,2.442,2.505,2.66,2.535,3.467,3.467,2.539,2.515,2.582,3.528,2.552,2.567,2.581,2.581,2.593,2.607,2.611,2.611,2.547,2.569,5.235,2.538,2.488,1.149,1.149,1.149,1.41,0.997,1.569,1.569,1.244,1.039,3.617,0.906,0.906,0.847,0.832,0.832,1.303,1.29,1.39,1.371,1.342,1.332,1.332,1.39,1.39,1.39,1.427,1.427,1.46,1.453,1.469,1.502,1.505,1.505,1.505,1.505,1.533,1.59,1.611,1.62,1.626,1.638,1.654,1.673,1.7,1.7,1.817,1.729,1.778,1.811,1.854,2.47,1.855,1.9,1.881,2.0,2.0,1.835,1.835,1.835,1.835,1.778,1.895,1.895,1.938,1.938,1.938,1.938,1.938,1.984,2.001,2.026,2.026,2.026,2.065,2.042,2.042,2.093,2.128,2.141,1.568,2.128,2.128,2.128,2.158,2.188,2.188,5.362,5.362,5.362,5.362,5.362,4.78,5.3,4.281,1.726,4.573,4.573,4.186,4.186,4.186,4.186,4.186,4.186,4.186,2.967,3.428,3.441,3.431,3.58,3.418,2.794,2.876,11.716
Point_19,10.039,0.086,0.584,0.584,0.584,0.076,0.035,0.035,0.035,0.035,0.035,0.036,0.036,0.016,0.016,0.02,0.0,0.0,0.0,1.291,1.291,1.291,1.311,1.308,1.403,1.403,1.291,1.432,1.432,1.432,1.548,1.548,1.548,1.432,1.408,1.512,1.479,2.31,1.479,1.479,1.479,2.225,2.225,1.479,1.479,1.479,1.537,2.157,1.577,1.933,1.933,1.886,1.886,1.881,1.881,1.881,1.9,1.9,1.931,1.931,1.939,1.939,1.955,2.033,2.063,2.078,2.442,2.505,2.66,2.535,3.467,3.467,2.539,2.515,2.582,3.528,2.552,2.567,2.581,2.581,2.593,2.607,2.611,2.611,2.547,2.569,5.235,2.538,2.488,1.149,1.149,1.149,1.41,0.997,1.569,1.569,1.244,1.039,3.617,0.906,0.906,0.847,0.832,0.832,1.303,1.29,1.39,1.371,1.342,1.332,1.332,1.39,1.39,1.39,1.427,1.427,1.46,1.453,1.469,1.502,1.505,1.505,1.505,1.505,1.533,1.59,1.611,1.62,1.626,1.638,1.654,1.673,1.7,1.7,1.817,1.729,1.778,1.811,1.854,2.47,1.855,1.9,1.881,2.0,2.0,1.835,1.835,1.835,1.835,1.778,1.895,1.895,1.938,1.938,1.938,1.938,1.938,1.984,2.001,2.026,2.026,2.026,2.065,2.042,2.042,2.093,2.128,2.141,1.568,2.128,2.128,2.128,2.158,2.188,2.188,5.362,5.362,5.362,5.362,5.362,4.78,5.3,4.281,1.726,4.573,4.573,4.186,4.186,4.186,4.186,4.186,4.186,4.186,2.967,3.428,3.441,3.431,3.58,3.418,2.794,2.876,11.716
Point_20,10.063,0.838,1.403,1.403,1.403,0.848,0.89,0.89,0.89,0.89,0.89,0.889,0.889,0.909,0.909,0.905,0.925,0.925,0.925,0.0,0.0,0.0,0.019,0.016,0.471,0.471,0.0,0.5,0.5,0.5,0.616,0.616,0.616,0.5,0.476,0.58,0.548,1.553,0.548,0.548,0.548,1.469,1.469,0.548,0.548,0.548,0.605,1.4,0.646,1.176,1.176,1.129,1.129,1.124,1.124,1.124,1.143,1.143,1.174,1.174,1.182,1.182,1.199,1.276,1.307,1.321,2.28,2.343,2.498,2.373,3.305,3.305,2.377,2.353,2.419,3.069,2.39,2.405,2.631,2.631,2.618,2.605,2.6,2.6,2.571,2.593,5.073,2.563,2.512,0.987,0.987,0.987,1.248,1.59,1.407,1.407,1.082,1.633,2.86,1.499,1.499,1.44,1.426,1.426,0.843,0.773,0.634,0.749,0.717,0.731,0.731,0.634,0.634,0.634,0.694,0.694,0.726,0.719,0.734,0.768,0.771,0.771,0.771,0.771,0.799,0.856,0.877,0.885,0.892,0.903,0.92,0.938,0.966,0.966,1.083,0.995,1.043,1.076,1.12,1.736,1.12,1.166,1.35,1.243,1.243,1.101,1.101,1.101,1.101,1.043,1.161,1.161,1.204,1.204,1.204,1.204,1.204,1.25,1.267,1.292,1.292,1.292,1.331,1.308,1.308,1.359,1.393,1.407,0.834,1.393,1.393,1.393,1.424,1.454,1.454,5.2,5.2,5.2,5.2,5.2,4.618,5.138,4.119,1.201,4.411,4.411,4.024,4.024,4.024,4.024,4.024,4.024,4.024,2.805,3.266,3.465,3.455,3.418,3.442,2.818,2.9,10.959
Point_21,10.063,0.838,1.403,1.403,1.403,0.848,0.89,0.89,0.89,0.89,0.89,0.889,0.889,0.909,0.909,0.905,0.925,0.925,0.925,0.0,0.0,0.0,0.019,0.016,0.471,0.471,0.0,0.5,0.5,0.5,0.616,0.616,0.616,0.5,0.476,0.58,0.548,1.553,0.548,0.548,0.548,1.469,1.469,0.548,0.548,0.548,0.605,1.4,0.646,1.176,1.176,1.129,1.129,1.124,1.124,1.124,1.143,1.143,1.174,1.174,1.182,1.182,1.199,1.276,1.307,1.321,2.28,2.343,2.498,2.373,3.305,3.305,2.377,2.353,2.419,3.069,2.39,2.405,2.631,2.631,2.618,2.605,2.6,2.6,2.571,2.593,5.073,2.563,2.512,0.987,0.987,0.987,1.248,1.59,1.407,1.407,1.082,1.633,2.86,1.499,1.499,1.44,1.426,1.426,0.843,0.773,0.634,0.749,0.717,0.731,0.731,0.634,0.634,0.634,0.694,0.694,0.726,0.719,0.734,0.768,0.771,0.771,0.771,0.771,0.799,0.856,0.877,0.885,0.892,0.903,0.92,0.938,0.966,0.966,1.083,0.995,1.043,1.076,1.12,1.736,1.12,1.166,1.35,1.243,1.243,1.101,1.101,1.101,1.101,1.043,1.161,1.161,1.204,1.204,1.204,1.204,1.204,1.25,1.267,1.292,1.292,1.292,1.331,1.308,1.308,1.359,1.393,1.407,0.834,1.393,1.393,1.393,1.424,1.454,1.454,5.2,5.2,5.2,5.2,5.2,4.618,5.138,4.119,1.201,4.411,4.411,4.024,4.024,4.024,4.024,4.024,4.024,4.024,2.805,3.266,3.465,3.455,3.418,3.442,2.818,2.9,10.959
Point_22,10.063,0.838,1.403,1.403,1.403,0.848,0.89,0.89,0.89,0.89,0.89,0.889,0.889,0.909,0.909,0.905,0.925,0.925,0.925,0.0,0.0,0.0,0.019,0.016,0.471,0.471,0.0,0.5,0.5,0.5,0.616,0.616,0.616,0.5,0.476,0.58,0.548,1.553,0.548,0.548,0.548,1.469,1.469,0.548,0.548,0.548,0.605,1.4,0.646,1.176,1.176,1.129,1.129,1.124,1.124,1.124,1.143,1.143,1.174,1.174,1.182,1.182,1.199,1.276,1.307,1.321,2.28,2.343,2.498,2.373,3.305,3.305,2.377,2.353,2.419,3.069,2.39,2.405,2.631,2.631,2.618,2.605,2.6,2.6,2.571,2.593,5.073,2.563,2.512,0.987,0.987,0.987,1.248,1.59,1.407,1.407,1.082,1.633,2.86,1.499,1.499,1.44,1.426,1.426,0.843,0.773,0.634,0.749,0.717,0.731,0.731,0.634,0.634,0.634,0.694,0.694,0.726,0.719,0.734,0.768,0.771,0.771,0.771,0.771,0.799,0.856,0.877,0.885,0.892,0.903,0.92,0.938,0.966,0.966,1.083,0.995,1.043,1.076,1.12,1.736,1.12,1.166,1.35,1.243,1.243,1.101,1.101,1.101,1.101,1.043,1.161,1.161,1.204,1.204,1.204,1.204,1.204,1.25,1.267,1.292,1.292,1.292,1.331,1.308,1.308,1.359,1.393,1.407,0.834,1.393,1.393,1.393,1.424,1.454,1.454,5.2,5.2,5.2,5.2,5.2,4.618,5.138,4.119,1.201,4.411,4.411,4.024,4.024,4.024,4.024,4.024,4.024,4.024,2.805,3.266,3.465,3.455,3.418,3.442,2.818,2.9,10.959
Point_23,10.044,0.819,1.384,1.384,1.384,0.829,0.871,0.871,0.871,0.871,0.871,0.869,0.869,0.89,0.89,0.886,0.906,0.906,0.906,0.574,0.574,0.574,0.0,0.591,0.452,0.452,0.574,0.481,0.481,0.481,0.597,0.597,0.597,0.481,0.457,0.561,0.528,1.534,0.528,0.528,0.528,1.449,1.449,0.528,0.528,0.528,0.586,1.381,0.626,1.157,1.157,1.11,1.11,1.105,1.105,1.105,1.124,1.124,1.155,1.155,1.163,1.163,1.18,1.257,1.288,1.302,2.261,2.324,2.479,2.354,3.286,3.286,2.358,2.334,2.4,3.049,2.37,2.386,2.612,2.612,2.599,2.586,2.581,2.581,2.551,2.574,5.053,2.543,2.493,0.967,0.967,0.967,1.229,1.571,1.388,1.388,1.063,1.613,2.841,1.48,1.48,1.421,1.406,1.406,0.824,0.754,0.614,0.73,0.698,0.712,0.712,0.614,0.614,0.614,0.675,0.675,0.706,0.7,0.715,0.749,0.752,0.752,0.752,0.752,0.78,0.837,0.858,0.866,0.872,0.884,0.901,0.919,0.947,0.947,1.064,0.976,1.024,1.057,1.1,1.717,1.101,1.147,1.331,1.224,1.224,1.082,1.082,1.082,1.082,1.024,1.142,1.142,1.184,1.184,1.184,1.184,1.184,1.231,1.248,1.273,1.273,1.273,1.312,1.289,1.289,1.34,1.374,1.388,0.815,1.374,1.374,1.374,1.405,1.434,1.434,5.181,5.181,5.181,5.181,5.181,4.599,5.119,4.1,1.182,4.392,4.392,4.005,4.005,4.005,4.005,4.005,4.005,4.005,2.786,3.247,3.446,3.436,3.399,3.423,2.799,2.881,10.94
Point_24,10.046,0.822,1.387,1.387,1.387,0.832,0.873,0.873,0.873,0.873,0.873,0.872,0.872,0.893,0.893,0.889,0.908,0.908,0.908,0.577,0.577,0.577,0.003,0.0,0.455,0.455,0.577,0.483,0.483,0.483,0.6,0.6,0.6,0.483,0.46,0.564,0.531,1.537,0.531,0.531,0.531,1.452,1.452,0.531,0.531,0.531,0.589,1.384,0.629,1.16,1.16,1.113,1.113,1.108,1.108,1.108,1.126,1.126,1.157,1.157,1.166,1.166,1.182,1.26,1.29,1.305,2.264,2.326,2.482,2.356,3.289,3.289,2.361,2.337,2.403,3.052,2.373,2.388,2.614,2.614,2.601,2.588,2.584,2.584,2.554,2.577,5.056,2.546,2.495,0.97,0.97,0.97,1.232,1.574,1.391,1.391,1.066,1.616,2.844,1.483,1.483,1.424,1.409,1.409,0.826,0.757,0.617,0.733,0.7,0.715,0.715,0.617,0.617,0.617,0.677,0.677,0.709,0.702,0.718,0.752,0.754,0.754,0.754,0.754,0.783,0.84,0.86,0.869,0.875,0.887,0.903,0.922,0.949,0.949,1.067,0.978,1.027,1.06,1.103,1.72,1.104,1.15,1.334,1.227,1.227,1.084,1.084,1.084,1.084,1.027,1.145,1.145,1.187,1.187,1.187,1.187,1.187,1.233,1.25,1.275,1.275,1.275,1.315,1.292,1.292,1.342,1.377,1.39,0.817,1.377,1.377,1.377,1.407,1.437,1.437,5.183,5.183,5.183,5.183,5.183,4.601,5.121,4.103,1.185,4.395,4.395,4.008,4.008,4.008,4.008,4.008,4.008,4.008,2.788,3.249,3.449,3.439,3.401,3.426,2.802,2.884,10.943
Point_25,10.15,0.925,1.49,1.49,1.49,0.935,0.977,0.977,0.977,0.977,0.977,0.976,0.976,0.996,0.996,0.992,1.012,1.012,1.012,0.681,0.681,0.681,0.7,0.697,0.0,0.0,0.681,0.029,0.029,0.029,0.018,0.018,0.018,0.029,0.005,0.667,0.635,1.64,0.635,0.635,0.635,1.556,1.556,0.635,0.635,0.635,0.692,1.487,0.733,1.263,1.263,1.216,1.216,1.211,1.211,1.211,1.23,1.23,1.261,1.261,1.269,1.269,1.286,1.363,1.394,1.408,2.367,2.43,2.585,2.46,3.392,3.392,2.464,2.44,2.506,3.156,2.477,2.492,2.718,2.718,2.705,2.692,2.687,2.687,2.658,2.68,5.16,2.65,2.599,1.074,1.074,1.074,1.335,1.677,1.494,1.494,1.169,1.72,2.947,1.586,1.586,1.527,1.513,1.513,0.93,0.86,0.721,0.836,0.804,0.818,0.818,0.721,0.721,0.721,0.781,0.781,0.813,0.806,0.821,0.855,0.858,0.858,0.858,0.858,0.886,0.943,0.964,0.972,0.979,0.99,1.007,1.025,1.053,1.053,1.17,1.082,1.13,1.163,1.207,1.823,1.207,1.253,1.437,1.33,1.33,1.188,1.188,1.188,1.188,1.13,1.248,1.248,1.291,1.291,1.291,1.291,1.291,1.337,1.354,1.379,1.379,1.379,1.418,1.395,1.395,1.446,1.48,1.494,0.921,1.48,1.48,1.48,1.511,1.541,1.541,5.287,5.287,5.287,5.287,5.287,4.705,5.225,4.206,1.288,4.498,4.498,4.111,4.111,4.111,4.111,4.111,4.111,4.111,2.892,3.353,3.552,3.542,3.505,3.529,2.905,2.987,11.046
