,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199
Point_11,8.563,0.294,0.25,0.241,0.199,0.139,0.082,0.081,0.044,0.013,0.0,0.085,0.159,0.223,0.275,0.315,0.404,0.45,0.473,0.497,0.811,0.811,0.885,2.068,2.439,2.034,5.391,2.805,2.265,2.439,2.439,0.949,2.714,2.805,2.805,2.442,3.191,2.805,2.177,2.805,1.944,1.724,1.724,1.081,1.081,0.859,0.848,0.913,0.907,0.913,0.963,0.982,0.982,1.081,1.296,1.084,1.379,1.402,1.402,1.942,1.433,0.404,0.82,0.758,0.664,0.664,0.617,0.439,0.421,0.421,0.402,0.279,0.293,0.261,0.216,0.268,0.253,0.276,0.28,1.032,0.238,0.254,0.336,0.397,0.476,0.514,0.514,0.546,0.485,0.359,0.161,0.156,0.138,0.735,0.68,0.68,0.741,0.788,0.86,0.774,0.919,0.909,0.712,1.143,0.688,0.656,0.67,0.67,1.143,1.143,1.143,0.572,0.572,0.665,0.658,0.673,0.707,0.71,0.71,0.71,0.71,0.738,0.795,0.816,0.824,0.831,0.842,0.859,0.878,0.905,0.905,1.022,0.934,0.983,1.016,1.059,1.44,1.059,1.105,1.086,1.69,1.69,1.04,1.04,1.04,1.04,0.983,1.1,1.1,1.143,1.143,1.143,1.143,1.143,1.189,1.206,1.231,1.231,1.231,1.27,1.247,1.247,1.298,1.332,1.346,0.561,1.332,1.332,1.332,1.363,1.393,1.393,3.886,3.886,3.886,3.886,3.886,3.304,3.824,2.805,0.071,3.097,3.097,3.097,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.952,1.965,1.955,2.103,1.942,1.318,1.4,11.406
Point_12,8.478,0.458,0.415,0.406,0.364,0.304,0.247,0.246,0.208,0.178,0.165,0.0,0.074,0.138,0.19,0.231,0.32,0.365,0.389,0.413,0.726,0.726,0.8,1.983,2.354,1.95,5.556,2.72,2.18,2.354,2.354,0.865,2.629,2.72,2.72,2.358,3.106,2.72,2.093,2.72,1.86,1.639,1.639,0.997,0.997,0.774,0.763,0.829,0.823,0.829,0.878,0.898,0.898,0.997,1.211,1.249,1.294,1.317,1.317,1.857,1.349,0.32,0.735,0.674,0.58,0.58,0.533,0.354,0.337,0.337,0.317,0.195,0.209,0.177,0.132,0.184,0.169,0.191,0.195,0.948,0.154,0.17,0.252,0.313,0.392,0.43,0.43,0.461,0.4,0.274,0.201,0.196,0.178,0.651,0.595,0.595,0.657,0.704,0.775,0.8,0.835,0.825,0.811,1.059,0.892,0.864,0.853,0.853,1.059,1.059,1.059,0.737,0.737,0.83,0.823,0.838,0.872,0.875,0.875,0.875,0.875,0.903,0.96,0.981,0.989,0.996,1.007,1.024,1.042,1.07,1.07,1.187,1.099,1.147,1.18,1.224,1.356,1.224,1.27,1.251,1.855,1.855,1.205,1.205,1.205,1.205,1.147,1.265,1.265,1.307,1.307,1.307,1.307,1.307,1.354,1.371,1.396,1.396,1.396,1.435,1.412,1.412,1.463,1.497,1.511,0.726,1.497,1.497,1.497,1.528,1.558,1.558,3.801,3.801,3.801,3.801,3.801,3.219,3.739,2.72,0.236,3.013,3.013,3.013,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.867,1.88,1.87,2.019,1.857,1.233,1.316,11.571
Point_13,8.558,0.468,0.424,0.415,0.373,0.313,0.256,0.255,0.218,0.187,0.174,1.092,0.0,0.062,0.114,0.154,0.243,0.289,0.312,0.336,0.65,0.65,0.723,1.907,2.278,1.873,5.565,2.644,2.103,2.278,2.278,0.788,2.553,2.644,2.644,2.281,3.03,2.644,2.016,2.644,1.783,1.563,1.563,0.92,0.92,0.698,0.687,0.752,0.746,0.752,0.802,0.821,0.821,0.92,1.135,1.258,1.218,1.241,1.241,1.938,1.272,0.243,0.658,0.597,0.503,0.503,0.456,0.277,0.26,0.26,0.24,0.118,0.132,0.1,0.141,0.193,0.178,0.2,0.204,0.957,0.163,0.179,0.261,0.322,0.401,0.439,0.439,0.471,0.41,0.283,0.21,0.205,0.187,0.66,0.604,0.604,0.666,0.713,0.784,0.809,0.844,0.834,0.821,1.068,0.901,0.873,0.862,0.862,1.068,1.068,1.068,0.746,0.746,0.839,0.832,0.847,0.881,0.884,0.884,0.884,0.884,0.912,0.969,0.99,0.998,1.005,1.016,1.033,1.052,1.079,1.079,1.196,1.108,1.157,1.19,1.233,1.436,1.233,1.279,1.26,1.864,1.864,1.214,1.214,1.214,1.214,1.157,1.274,1.274,1.317,1.317,1.317,1.317,1.317,1.363,1.38,1.405,1.405,1.405,1.444,1.421,1.421,1.472,1.506,1.52,0.735,1.506,1.506,1.506,1.537,1.567,1.567,3.725,3.725,3.725,3.725,3.725,3.143,3.663,2.644,0.245,2.936,2.936,2.936,2.549,2.549,2.549,2.549,2.549,2.549,2.549,1.79,1.997,1.951,1.942,1.938,1.146,1.17,11.58
Point_14,10.748,0.532,0.488,0.479,0.437,0.377,0.32,0.32,0.282,0.251,0.238,1.156,0.062,0.0,0.095,0.136,0.181,0.227,0.25,0.274,0.588,0.588,0.662,1.845,2.216,1.811,5.629,2.582,2.042,2.216,2.216,0.727,2.491,2.582,2.582,2.219,2.968,2.582,1.954,2.582,1.721,1.501,1.501,0.858,0.858,0.636,0.625,0.69,0.684,0.69,0.74,0.759,0.759,0.858,1.073,1.323,1.156,1.179,1.179,2.002,1.21,0.181,0.597,0.535,0.441,0.441,0.394,0.216,0.198,0.198,0.179,0.056,0.07,0.038,0.205,0.257,0.242,0.265,0.269,1.021,0.227,0.243,0.325,0.386,0.465,0.503,0.503,0.535,0.474,0.347,0.275,0.269,0.252,0.724,0.668,0.668,0.73,0.777,0.848,0.873,0.908,0.898,0.885,1.132,0.966,0.937,0.927,0.927,1.132,1.132,1.132,0.81,0.81,0.903,0.896,0.912,0.945,0.948,0.948,0.948,0.948,0.976,1.033,1.054,1.063,1.069,1.081,1.097,1.116,1.143,1.143,1.26,1.172,1.221,1.254,1.297,1.5,1.298,1.343,1.324,1.928,1.928,1.278,1.278,1.278,1.278,1.221,1.338,1.338,1.381,1.381,1.381,1.381,1.381,1.427,1.444,1.469,1.469,1.469,1.508,1.485,1.485,1.536,1.571,1.584,0.8,1.571,1.571,1.571,1.601,1.631,1.631,3.663,3.663,3.663,3.663,3.663,3.081,3.601,2.582,0.309,2.874,2.874,2.874,2.487,2.487,2.487,2.487,2.487,2.487,2.487,1.729,1.935,1.945,1.881,2.002,1.084,1.108,11.644
Point_15,8.527,0.584,0.54,0.531,0.489,0.429,0.372,0.371,0.334,0.303,0.29,0.551,0.114,0.095,0.0,0.04,0.276,0.322,0.346,0.369,0.683,0.683,0.757,1.94,2.311,1.907,5.454,2.677,2.137,2.311,2.311,0.822,2.586,2.677,2.677,2.315,3.063,2.677,2.049,2.677,1.816,1.596,1.596,0.953,0.953,0.731,0.72,0.785,0.779,0.785,0.835,0.854,0.854,0.953,1.168,1.374,1.251,1.274,1.274,1.906,1.306,0.276,0.692,0.63,0.537,0.537,0.489,0.311,0.293,0.293,0.274,0.152,0.165,0.134,0.257,0.271,0.294,0.264,0.259,1.073,0.279,0.295,0.377,0.438,0.517,0.555,0.555,0.587,0.526,0.399,0.326,0.321,0.303,0.776,0.72,0.72,0.782,0.829,0.9,0.925,0.96,0.95,0.937,1.184,1.018,0.989,0.979,0.979,1.184,1.184,1.184,0.862,0.862,0.955,0.948,0.964,0.997,1.0,1.0,1.0,1.0,1.028,1.085,1.106,1.115,1.121,1.132,1.149,1.168,1.195,1.195,1.312,1.224,1.273,1.306,1.349,1.404,1.349,1.395,1.376,2.254,2.254,1.33,1.33,1.33,1.33,1.273,1.39,1.39,1.433,1.433,1.433,1.433,1.433,1.479,1.496,1.521,1.521,1.521,1.56,1.537,1.537,1.588,1.622,1.636,0.851,1.622,1.622,1.622,1.653,1.632,1.632,3.758,3.758,3.758,3.758,3.758,3.176,3.696,2.677,0.361,2.969,2.969,2.969,2.582,2.582,2.582,2.582,2.582,2.582,2.582,1.824,1.929,1.919,1.976,1.906,1.029,1.053,11.97
Point_16,8.486,0.624,0.58,0.562,0.52,0.469,0.412,0.412,0.374,0.343,0.33,0.511,0.154,0.136,0.04,0.0,0.317,0.362,0.386,0.41,0.723,0.723,0.797,1.98,2.352,1.947,5.414,2.718,2.177,2.352,2.352,0.862,2.627,2.718,2.718,2.355,3.104,2.718,2.09,2.718,1.857,1.637,1.637,0.993,0.993,0.771,0.761,0.826,0.82,0.826,0.875,0.895,0.895,0.993,1.208,1.415,1.292,1.314,1.314,1.866,1.346,0.317,0.732,0.671,0.577,0.577,0.53,0.351,0.334,0.334,0.314,0.192,0.206,0.174,0.297,0.311,0.335,0.304,0.3,1.113,0.319,0.335,0.417,0.478,0.557,0.596,0.596,0.627,0.566,0.44,0.367,0.361,0.344,0.816,0.761,0.761,0.822,0.869,0.941,0.966,1.0,0.99,0.977,1.225,1.058,1.029,1.019,1.019,1.225,1.225,1.225,0.902,0.902,0.995,0.988,1.004,1.037,1.04,1.04,1.04,1.04,1.069,1.126,1.146,1.155,1.161,1.173,1.189,1.208,1.235,1.235,1.353,1.264,1.313,1.346,1.389,1.364,1.39,1.436,1.417,2.214,2.214,1.37,1.37,1.37,1.37,1.313,1.431,1.431,1.473,1.473,1.473,1.473,1.473,1.519,1.536,1.561,1.561,1.561,1.601,1.578,1.578,1.628,1.663,1.676,0.892,1.663,1.663,1.663,1.693,1.592,1.592,3.798,3.798,3.798,3.798,3.798,3.216,3.736,2.718,0.402,3.01,3.01,3.01,2.622,2.622,2.622,2.622,2.622,2.622,2.622,1.864,1.888,1.879,2.016,1.866,0.988,1.012,11.93
Point_17,10.566,0.713,0.669,0.66,0.618,0.558,0.501,0.501,0.463,0.432,0.419,1.337,0.243,0.181,0.276,0.317,0.0,0.046,0.069,0.093,0.407,0.407,0.48,1.664,2.035,1.63,5.811,2.401,1.86,2.035,2.035,0.545,2.31,2.401,2.401,2.038,2.787,2.401,1.773,2.401,1.54,1.32,1.32,0.677,0.677,0.455,0.444,0.509,0.503,0.509,0.559,0.578,0.578,0.677,0.892,1.504,0.975,0.998,0.998,1.854,1.029,0.0,0.416,0.354,0.26,0.26,0.213,0.035,0.017,0.017,0.003,0.125,0.111,0.143,0.386,0.438,0.423,0.446,0.45,1.202,0.408,0.424,0.506,0.567,0.646,0.684,0.684,0.716,0.655,0.529,0.456,0.45,0.433,0.905,0.85,0.85,0.911,0.958,1.03,1.054,1.089,1.079,1.066,1.313,1.147,1.118,1.108,1.108,1.313,1.313,1.313,0.991,0.991,1.084,1.077,1.093,1.126,1.129,1.129,1.129,1.129,1.158,1.215,1.235,1.244,1.25,1.262,1.278,1.297,1.324,1.324,1.442,1.353,1.402,1.435,1.478,1.682,1.479,1.524,1.506,2.109,2.109,1.459,1.459,1.459,1.459,1.402,1.519,1.519,1.562,1.562,1.562,1.562,1.562,1.608,1.625,1.65,1.65,1.65,1.689,1.667,1.667,1.717,1.752,1.765,0.981,1.752,1.752,1.752,1.782,1.812,1.812,3.482,3.482,3.482,3.482,3.482,2.9,3.42,2.401,0.491,2.693,2.693,2.693,2.306,2.306,2.306,2.306,2.306,2.306,2.306,1.547,1.754,1.764,1.699,1.854,1.162,1.573,11.825
Point_18,10.521,0.759,0.715,0.706,0.664,0.604,0.547,0.546,0.508,0.478,0.465,1.383,0.289,0.227,0.322,0.362,0.046,0.0,0.024,0.047,0.361,0.361,0.435,1.618,1.989,1.585,5.856,2.355,1.815,1.989,1.989,0.5,2.264,2.355,2.355,1.993,2.741,2.355,1.727,2.355,1.494,1.274,1.274,0.631,0.631,0.409,0.398,0.464,0.457,0.464,0.513,0.532,0.532,0.631,0.846,1.549,0.929,0.952,0.952,1.808,0.984,0.046,0.37,0.308,0.215,0.215,0.167,0.011,0.029,0.029,0.048,0.17,0.157,0.188,0.432,0.484,0.469,0.491,0.495,1.248,0.454,0.47,0.552,0.613,0.692,0.73,0.73,0.761,0.7,0.574,0.501,0.496,0.478,0.951,0.895,0.895,0.957,1.004,1.075,1.1,1.135,1.125,1.111,1.359,1.192,1.164,1.153,1.153,1.359,1.359,1.359,1.037,1.037,1.13,1.123,1.138,1.172,1.175,1.175,1.175,1.175,1.203,1.26,1.281,1.289,1.296,1.307,1.324,1.342,1.37,1.37,1.487,1.399,1.447,1.48,1.524,1.727,1.524,1.57,1.551,2.155,2.155,1.505,1.505,1.505,1.505,1.447,1.565,1.565,1.608,1.608,1.608,1.608,1.608,1.654,1.671,1.696,1.696,1.696,1.735,1.712,1.712,1.763,1.797,1.811,1.026,1.797,1.797,1.797,1.828,1.858,1.858,3.436,3.436,3.436,3.436,3.436,2.854,3.374,2.355,0.536,2.647,2.647,2.647,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.502,1.708,1.718,1.654,1.808,1.116,1.528,11.871
Point_19,10.497,0.782,0.739,0.729,0.687,0.627,0.57,0.57,0.532,0.501,0.489,1.407,0.312,0.25,0.346,0.386,0.069,0.024,0.0,0.024,0.337,0.337,0.411,1.594,1.966,1.561,5.88,2.332,1.791,1.966,1.966,0.476,2.241,2.332,2.332,1.969,2.718,2.332,1.704,2.332,1.471,1.251,1.251,0.608,0.608,0.386,0.375,0.44,0.434,0.44,0.489,0.509,0.509,0.608,0.822,1.573,0.906,0.928,0.928,1.784,0.96,0.069,0.346,0.285,0.191,0.191,0.144,0.035,0.052,0.052,0.072,0.194,0.18,0.212,0.456,0.508,0.493,0.515,0.519,1.272,0.477,0.494,0.575,0.636,0.715,0.754,0.754,0.785,0.724,0.598,0.525,0.519,0.502,0.974,0.919,0.919,0.98,1.028,1.099,1.124,1.158,1.149,1.135,1.383,1.216,1.187,1.177,1.177,1.383,1.383,1.383,1.06,1.06,1.153,1.146,1.162,1.196,1.198,1.198,1.198,1.198,1.227,1.284,1.304,1.313,1.319,1.331,1.347,1.366,1.393,1.393,1.511,1.423,1.471,1.504,1.547,1.751,1.548,1.594,1.575,2.178,2.178,1.528,1.528,1.528,1.528,1.471,1.589,1.589,1.631,1.631,1.631,1.631,1.631,1.677,1.694,1.719,1.719,1.719,1.759,1.736,1.736,1.786,1.821,1.834,1.05,1.821,1.821,1.821,1.851,1.881,1.881,3.412,3.412,3.412,3.412,3.412,2.83,3.35,2.332,0.56,2.624,2.624,2.624,2.237,2.237,2.237,2.237,2.237,2.237,2.237,1.478,1.685,1.695,1.63,1.784,1.093,1.504,11.894
Point_20,10.473,0.806,0.762,0.753,0.711,0.651,0.594,0.594,0.556,0.525,0.512,1.43,0.336,0.274,0.369,0.41,0.093,0.047,0.024,0.0,0.313,0.313,0.387,1.571,1.942,1.537,5.904,2.308,1.767,1.942,1.942,0.452,2.217,2.308,2.308,1.945,2.694,2.308,1.68,2.308,1.447,1.227,1.227,0.584,0.584,0.362,0.351,0.416,0.41,0.416,0.466,0.485,0.485,0.584,0.798,1.597,0.882,0.905,0.905,1.76,0.936,0.093,0.322,0.261,0.167,0.167,0.12,0.059,0.076,0.076,0.096,0.218,0.204,0.236,0.479,0.531,0.517,0.539,0.543,1.295,0.501,0.517,0.599,0.66,0.739,0.778,0.778,0.809,0.748,0.622,0.549,0.543,0.526,0.998,0.943,0.943,1.004,1.051,1.123,1.148,1.182,1.172,1.159,1.407,1.24,1.211,1.201,1.201,1.407,1.407,1.407,1.084,1.084,1.177,1.17,1.186,1.22,1.222,1.222,1.222,1.222,1.251,1.308,1.328,1.337,1.343,1.355,1.371,1.39,1.417,1.417,1.535,1.446,1.495,1.528,1.571,1.775,1.572,1.618,1.599,2.202,2.202,1.552,1.552,1.552,1.552,1.495,1.613,1.613,1.655,1.655,1.655,1.655,1.655,1.701,1.718,1.743,1.743,1.743,1.783,1.76,1.76,1.81,1.845,1.858,1.074,1.845,1.845,1.845,1.875,1.905,1.905,3.389,3.389,3.389,3.389,3.389,2.807,3.327,2.308,0.584,2.6,2.6,2.6,2.213,2.213,2.213,2.213,2.213,2.213,2.213,1.454,1.661,1.671,1.606,1.76,1.069,1.48,11.918
Point_21,10.16,1.12,1.076,1.067,1.025,0.965,0.908,0.907,0.869,0.839,0.826,1.744,0.65,0.588,0.683,0.723,0.407,0.361,0.337,0.313,0.0,0.0,0.074,1.257,1.628,1.224,6.217,1.994,1.454,1.628,1.628,0.158,1.903,1.994,1.994,1.632,2.38,1.994,1.366,1.994,1.133,0.913,0.913,0.861,0.861,0.068,0.057,0.103,0.116,0.103,0.172,0.191,0.191,0.861,0.505,1.91,0.588,0.611,0.611,1.447,0.642,0.407,0.029,0.053,0.146,0.146,0.194,0.372,0.39,0.39,0.409,0.531,0.518,0.549,0.793,0.845,0.83,0.852,0.856,1.609,0.815,0.831,0.913,0.974,1.053,1.091,1.091,1.122,1.061,0.935,0.862,0.857,0.839,1.312,1.256,1.256,1.318,1.365,1.436,1.461,1.496,1.486,1.472,1.72,1.553,1.525,1.514,1.514,1.72,1.72,1.72,1.398,1.398,1.491,1.484,1.499,1.533,1.536,1.536,1.536,1.536,1.564,1.621,1.642,1.65,1.657,1.668,1.685,1.703,1.731,1.731,1.848,1.76,1.808,1.841,1.885,2.088,1.885,1.931,1.912,2.516,2.516,1.866,1.866,1.866,1.866,1.808,1.926,1.926,1.969,1.969,1.969,1.969,1.969,2.015,2.032,2.057,2.057,2.057,2.096,2.073,2.073,2.124,2.158,2.172,1.387,2.158,2.158,2.158,2.189,2.219,2.219,3.075,3.075,3.075,3.075,3.075,2.493,3.013,1.994,0.897,2.286,2.286,2.286,1.899,1.899,1.899,1.899,1.899,1.899,1.899,1.141,1.347,1.357,1.293,1.447,1.249,1.167,12.232
Point_22,10.16,1.12,1.076,1.067,1.025,0.965,0.908,0.907,0.869,0.839,0.826,1.744,0.65,0.588,0.683,0.723,0.407,0.361,0.337,0.313,0.0,0.0,0.074,1.257,1.628,1.224,6.217,1.994,1.454,1.628,1.628,0.158,1.903,1.994,1.994,1.632,2.38,1.994,1.366,1.994,1.133,0.913,0.913,0.861,0.861,0.068,0.057,0.103,0.116,0.103,0.172,0.191,0.191,0.861,0.505,1.91,0.588,0.611,0.611,1.447,0.642,0.407,0.029,0.053,0.146,0.146,0.194,0.372,0.39,0.39,0.409,0.531,0.518,0.549,0.793,0.845,0.83,0.852,0.856,1.609,0.815,0.831,0.913,0.974,1.053,1.091,1.091,1.122,1.061,0.935,0.862,0.857,0.839,1.312,1.256,1.256,1.318,1.365,1.436,1.461,1.496,1.486,1.472,1.72,1.553,1.525,1.514,1.514,1.72,1.72,1.72,1.398,1.398,1.491,1.484,1.499,1.533,1.536,1.536,1.536,1.536,1.564,1.621,1.642,1.65,1.657,1.668,1.685,1.703,1.731,1.731,1.848,1.76,1.808,1.841,1.885,2.088,1.885,1.931,1.912,2.516,2.516,1.866,1.866,1.866,1.866,1.808,1.926,1.926,1.969,1.969,1.969,1.969,1.969,2.015,2.032,2.057,2.057,2.057,2.096,2.073,2.073,2.124,2.158,2.172,1.387,2.158,2.158,2.158,2.189,2.219,2.219,3.075,3.075,3.075,3.075,3.075,2.493,3.013,1.994,0.897,2.286,2.286,2.286,1.899,1.899,1.899,1.899,1.899,1.899,1.899,1.141,1.347,1.357,1.293,1.447,1.249,1.167,12.232
Point_23,10.084,1.193,1.15,1.141,1.099,1.039,0.982,0.981,0.943,0.912,0.9,1.818,0.723,0.662,0.757,0.797,0.48,0.435,0.411,0.387,0.074,0.074,0.0,1.181,1.552,1.148,6.291,1.918,1.378,1.552,1.552,0.232,1.827,1.918,1.918,1.556,2.304,1.918,1.29,1.918,1.057,0.837,0.837,0.935,0.935,0.142,0.131,0.027,0.19,0.027,0.246,0.372,0.372,0.935,0.578,1.984,0.662,0.685,0.685,1.371,0.716,0.48,0.102,0.127,0.22,0.22,0.268,0.446,0.463,0.463,0.483,0.605,0.591,0.623,0.867,0.919,0.904,0.926,0.93,1.683,0.889,0.905,0.987,1.048,1.127,1.165,1.165,1.196,1.135,1.009,0.936,0.931,0.913,1.386,1.33,1.33,1.391,1.439,1.51,1.535,1.57,1.56,1.546,1.794,1.627,1.599,1.588,1.588,1.794,1.794,1.794,1.471,1.471,1.564,1.558,1.573,1.607,1.61,1.61,1.61,1.61,1.638,1.695,1.716,1.724,1.731,1.742,1.759,1.777,1.805,1.805,1.922,1.834,1.882,1.915,1.958,2.162,1.959,2.005,1.986,2.59,2.59,1.94,1.94,1.94,1.94,1.882,2.0,2.0,2.042,2.042,2.042,2.042,2.042,2.089,2.106,2.131,2.131,2.131,2.17,2.147,2.147,2.198,2.232,2.246,1.461,2.232,2.232,2.232,2.263,2.292,2.292,2.999,2.999,2.999,2.999,2.999,2.417,2.937,1.918,0.971,2.21,2.21,2.21,1.823,1.823,1.823,1.823,1.823,1.823,1.823,1.065,1.271,1.281,1.217,1.371,1.173,1.091,12.306
Point_24,9.99,2.365,2.321,2.312,2.27,2.21,2.153,2.153,2.115,2.084,2.071,2.989,1.895,1.833,1.928,1.969,1.652,1.606,1.583,1.559,1.245,1.245,1.169,0.0,1.458,1.054,7.462,1.824,1.284,1.458,1.458,1.191,1.733,1.824,1.824,1.462,2.21,1.824,1.196,1.824,0.963,0.743,0.743,2.106,2.106,1.313,1.302,1.136,1.361,1.143,1.137,1.118,1.118,2.106,1.537,3.156,1.621,1.644,1.644,2.244,1.675,1.652,1.274,1.298,1.392,1.392,1.439,1.617,1.635,1.635,1.654,1.777,1.763,1.795,2.038,2.09,2.075,2.098,2.102,2.854,2.06,2.076,2.158,2.219,2.298,2.336,2.336,2.368,2.307,2.18,2.108,2.102,2.085,2.557,2.501,2.501,2.563,2.61,2.682,2.706,2.741,2.731,2.718,2.965,2.799,2.77,2.76,2.76,2.965,2.965,2.965,2.643,2.643,2.736,2.729,2.745,2.778,2.781,2.781,2.781,2.781,2.809,2.866,2.887,2.896,2.902,2.914,2.93,2.949,2.976,2.976,3.093,3.005,3.054,3.087,3.13,3.333,3.131,3.176,3.157,3.761,3.761,3.111,3.111,3.111,3.111,3.054,3.171,3.171,3.214,3.214,3.214,3.214,3.214,3.26,3.277,3.302,3.302,3.302,3.341,3.318,3.318,3.369,3.404,3.417,2.633,3.404,3.404,3.404,3.434,3.464,3.464,2.905,2.905,2.905,2.905,2.905,2.323,2.843,1.824,2.142,2.116,2.116,2.116,1.729,1.729,1.729,1.729,1.729,1.729,1.729,1.938,2.144,2.154,2.09,2.244,2.046,1.964,13.477
Point_25,8.848,2.736,2.692,2.683,2.641,2.581,2.524,2.524,2.486,2.455,2.442,3.36,2.266,2.204,2.3,2.34,2.023,1.978,1.954,1.93,1.617,1.617,1.541,1.523,0.0,0.397,7.834,0.683,0.376,0.0,0.0,1.563,0.592,0.683,0.683,0.003,1.068,0.683,0.509,0.683,0.747,0.898,0.898,2.477,2.477,1.684,1.673,1.507,1.733,1.514,1.508,1.489,1.489,2.477,1.909,3.527,1.992,2.015,2.015,2.615,2.046,2.023,1.645,1.669,1.763,1.763,1.81,1.989,2.006,2.006,2.026,2.148,2.134,2.166,2.409,2.461,2.447,2.469,2.473,3.226,2.431,2.447,2.529,2.59,2.669,2.708,2.708,2.739,2.678,2.552,2.479,2.473,2.456,2.928,2.873,2.873,2.934,2.982,3.053,3.078,3.112,3.103,3.089,3.337,3.17,3.141,3.131,3.131,3.337,3.337,3.337,3.014,3.014,3.107,3.1,3.116,3.15,3.152,3.152,3.152,3.152,3.181,3.238,3.258,3.267,3.273,3.285,3.301,3.32,3.347,3.347,3.465,3.377,3.425,3.458,3.501,3.705,3.502,3.548,3.529,4.132,4.132,3.482,3.482,3.482,3.482,3.425,3.543,3.543,3.585,3.585,3.585,3.585,3.585,3.631,3.648,3.673,3.673,3.673,3.713,3.69,3.69,3.74,3.775,3.788,3.004,3.775,3.775,3.775,3.805,3.835,3.835,1.763,1.763,1.763,1.763,1.763,1.181,1.701,0.683,2.514,0.975,0.975,0.975,0.587,0.587,0.587,0.587,0.587,0.587,0.587,2.309,2.516,2.526,2.461,2.615,2.417,2.335,21.75
Point_26,8.929,2.331,2.288,2.279,2.237,2.177,2.12,2.119,2.081,2.05,2.038,2.956,1.861,1.8,1.895,1.935,1.618,1.573,1.549,1.525,1.212,1.212,1.136,1.119,0.397,0.0,7.429,0.763,0.223,0.397,0.397,1.158,0.672,0.763,0.763,0.401,1.149,0.763,0.125,0.763,0.343,0.494,0.494,2.073,2.073,1.28,1.269,1.102,1.328,1.109,1.104,1.084,1.084,2.073,1.504,3.122,1.587,1.61,1.61,2.211,1.642,1.618,1.24,1.264,1.358,1.358,1.405,1.584,1.601,1.601,1.621,1.743,1.729,1.761,2.005,2.057,2.042,2.064,2.068,2.821,2.027,2.043,2.125,2.186,2.265,2.303,2.303,2.334,2.273,2.147,2.074,2.069,2.051,2.524,2.468,2.468,2.529,2.577,2.648,2.673,2.707,2.698,2.684,2.932,2.765,2.737,2.726,2.726,2.932,2.932,2.932,2.609,2.609,2.702,2.696,2.711,2.745,2.748,2.748,2.748,2.748,2.776,2.833,2.854,2.862,2.868,2.88,2.897,2.915,2.943,2.943,3.06,2.972,3.02,3.053,3.096,3.3,3.097,3.143,3.124,3.728,3.728,3.078,3.078,3.078,3.078,3.02,3.138,3.138,3.18,3.18,3.18,3.18,3.18,3.227,3.244,3.269,3.269,3.269,3.308,3.285,3.285,3.336,3.37,3.384,2.599,3.37,3.37,3.37,3.401,3.43,3.43,1.844,1.844,1.844,1.844,1.844,1.262,1.782,0.763,2.109,1.055,1.055,1.055,0.668,0.668,0.668,0.668,0.668,0.668,0.668,1.904,2.111,2.121,2.056,2.211,2.013,1.93,21.831
